model_id,paper_title,authors,year,journal_or_series,doi,source_id,paper_slug,mineru_match_status,mineru_match_score,mineru_run_ids,primary_source_title,model_title_match_score,model_match_notes,derivation_en_path,derivation_zh_path,derivation_zh_source_file,source_manifest_path,extraction_notes_path,worker_report_path,derivation_en_sha256,derivation_zh_sha256,en_f_reference_count,zh_f_reference_count,unique_f_equation_count,f_reference_sequence_match,en_has_eight_sections,zh_has_eight_sections,archive_status,formula_quality,steady_state_quality,needs_human_review,runtime_validation_performed,source_markdown_storage,primary_full_md_repo,primary_full_md_repo_relpath,primary_full_md_sha256,raw_pdf_repo,raw_pdf_repo_relpath,raw_pdf_sha256
NK_RW06,Optimal monetary policy with the cost channel,"Ravenna, Frederico; Walsh, Carl ",2006,"Journal of Monetary Economics 53(2), pp. 199-216",10.1016/j.jmoneco.2005.01.004,nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel__59aa85a1,nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel,matched,1.0000,59aa85a1-ddfa-45df-b7f4-00309f693c33,Optimal monetary policy with the cost channel,1.0000,,mmb-paper-derivations/derivations/NK_RW06/NK_RW06_derivation.en.md,mmb-paper-derivations/derivations/NK_RW06/NK_RW06_derivation.zh.md,NK_RW06_derivation.zh.md,mmb-paper-derivations/derivations/NK_RW06/source_manifest.json,mmb-paper-derivations/derivations/NK_RW06/extraction_notes.md,mmb-paper-derivations/derivations/NK_RW06/worker_report.json,6fa859e49aac15d8ad29614f6cc06b9fa7f81472df4d823eeabfdcf493a84f44,05e1ea2d458deef4b5e271c56f7e98797e67527a10e26bdbe13fca9ce5dad951,45,45,24,true,true,true,completed_needs_review,draft_extracted_from_mineru_markdown,linear_model_zero_steady_state,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel__59aa85a1/full.md,783cea04b8b29a9e66167541bf43d38142e3afffc6669e22ff9fed4c38a07541,dsge-evaluation,raw/mmb_papers/Optimal monetary policy with the cost channel.pdf,5b09d9500652343f6e1d3474f3b8fb1222bf48a2c9ec7ff6b8c680747d2d218c
NK_RW06AL,Optimal monetary policy with the cost channel,"Ravenna, Frederico; Walsh, Carl ",2006,"Journal of Monetary Economics 53(2), pp. 199-216",10.1016/j.jmoneco.2005.01.004,nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel__59aa85a1,nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel,matched,1.0000,59aa85a1-ddfa-45df-b7f4-00309f693c33,Optimal monetary policy with the cost channel,1.0000,,mmb-paper-derivations/derivations/NK_RW06AL/NK_RW06AL_derivation.en.md,mmb-paper-derivations/derivations/NK_RW06AL/NK_RW06AL_derivation.zh.md,NK_RW06AL_derivation.zh.md,mmb-paper-derivations/derivations/NK_RW06AL/source_manifest.json,mmb-paper-derivations/derivations/NK_RW06AL/extraction_notes.md,mmb-paper-derivations/derivations/NK_RW06AL/worker_report.json,9b0ddfacc0adc4d02de052a19eb92f88f3a46ad405a9ba486ed615fe821fad39,ef95976af53f52c170d427cbf14edac3a86954c4368359da33b02721983c0bb1,52,52,30,true,true,true,completed_needs_review,core policy equations usable from Markdown and implementation cross-check; welfare appendix unavailable locally,linear model steady state documented; nonlinear flexible-price and efficient output steady states summarized,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_rw06_nk_rw06al__optimal_monetary_policy_with_the_cost_channel__59aa85a1/full.md,783cea04b8b29a9e66167541bf43d38142e3afffc6669e22ff9fed4c38a07541,dsge-evaluation,raw/mmb_papers/Optimal monetary policy with the cost channel.pdf,5b09d9500652343f6e1d3474f3b8fb1222bf48a2c9ec7ff6b8c680747d2d218c
NK_RW97,An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy,"Rotemberg, Julio; Woodford, Michael",1997,"NBER Macroeconomics Annual 12, pp. 297-346",10.1086/654340,nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta__af3fb04e,nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta,matched,1.0000,af3fb04e-c2c6-4864-8a67-4a81a0fc8f98; 8afae8a2-eca9-450d-a44e-a6336fb3cff8,An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy,1.0000,,mmb-paper-derivations/derivations/NK_RW97/NK_RW97_derivation.en.md,mmb-paper-derivations/derivations/NK_RW97/NK_RW97_derivation.zh.md,NK_RW97_derivation.zh.md,mmb-paper-derivations/derivations/NK_RW97/source_manifest.json,mmb-paper-derivations/derivations/NK_RW97/extraction_notes.md,mmb-paper-derivations/derivations/NK_RW97/worker_report.json,762399f35c5b383858d7a48ea594f08f3e38cc69a3523e239ebf82696eb34a3f,8ffd0d28a64771d51c3b94d5edcf82a2abf5ac0f493d149805195fb0f9da9f54,79,79,27,true,true,true,completed_needs_review,first_pass_needs_review,linear_zero_steady_state,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta__af3fb04e/full.md,3ec6da3f6eddba77cc0becc95befb6a093241a2eb9c72c849524d7c449d8c3c5,dsge-evaluation,raw/mmb_papers/An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy.pdf,401fba7bc7dfddbf52c23a7fe1e49165525f20d1c822a7bd71833bd5cba0c47c
NK_RW97AL,An optimization-based econometric framework for the evaluation of monetary policy,"Rotemberg, Julio; Woodford, Michael",1997,"NBER Macroeconomics Annual 12, pp. 297-346",10.1086/654340,nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta__af3fb04e,nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta,matched,1.0000,af3fb04e-c2c6-4864-8a67-4a81a0fc8f98; 8afae8a2-eca9-450d-a44e-a6336fb3cff8,An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy,1.0000,,mmb-paper-derivations/derivations/NK_RW97AL/NK_RW97AL_derivation.en.md,mmb-paper-derivations/derivations/NK_RW97AL/NK_RW97AL_derivation.zh.md,NK_RW97AL_derivation.zh.md,mmb-paper-derivations/derivations/NK_RW97AL/source_manifest.json,mmb-paper-derivations/derivations/NK_RW97AL/extraction_notes.md,mmb-paper-derivations/derivations/NK_RW97AL/worker_report.json,599b9041b2f1f9456dc01ecd544827f48de92a39604e11e3268563077a124d54,76d1578cc98281316a8cf100f127391ed564a936286d609b36b6f8e6ed3fc19a,99,99,41,true,true,true,completed_needs_review,needs_review,log_linear_zero_steady_state,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_rw97_nk_rw97al__an_optimization_based_econometric_framework_for_the_evaluation_of_moneta__af3fb04e/full.md,3ec6da3f6eddba77cc0becc95befb6a093241a2eb9c72c849524d7c449d8c3c5,dsge-evaluation,raw/mmb_papers/An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy.pdf,401fba7bc7dfddbf52c23a7fe1e49165525f20d1c822a7bd71833bd5cba0c47c
NK_ST13,Inside money in general equilibrium: Does it matter for monetary policy?,"Stracca, Livio",2013,"Macroeconomic Dynamics 17 (3), 563-590",10.1017/s1365100511000368,nk_st13__inside_money_in_general_equilibrium_does_it_matter_for_monetary_policy__147ef95e,nk_st13__inside_money_in_general_equilibrium_does_it_matter_for_monetary_policy,matched,1.0000,147ef95e-e1de-4687-81af-2d62c23c52e2,Inside money in general equilibrium- Does it matter for monetary policy?,1.0000,,mmb-paper-derivations/derivations/NK_ST13/NK_ST13_derivation.en.md,mmb-paper-derivations/derivations/NK_ST13/NK_ST13_derivation.zh.md,NK_ST13_derivation.zh.md,mmb-paper-derivations/derivations/NK_ST13/source_manifest.json,mmb-paper-derivations/derivations/NK_ST13/extraction_notes.md,mmb-paper-derivations/derivations/NK_ST13/worker_report.json,6e275544f14041b8d4789a57f4e44f6f558d1ad3f05b43b65973ba2b81b466f9,731ed05d3a4f844ab480b1bbeb64cf94004ab0c258b6cd32ed2e167ed41ccd61,131,131,31,true,true,true,completed_needs_review,needs_review,draft_extracted,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/nk_st13__inside_money_in_general_equilibrium_does_it_matter_for_monetary_policy__147ef95e/full.md,4e45bbac5a03fd528aaed113ed8c79410cc79eb5cbe022753a14e7df49e0658e,dsge-evaluation,raw/mmb_papers/Inside money in general equilibrium- Does it matter for monetary policy?.pdf,c61fae0225f66a0d71caf161e22b5477b1b73fec2dcdeb715de9a165fd880fe5
RBC_DTT11,Monetary policy and the financing of firms,"De Fiore, Fiorella; Teles, Pedro; Tristani, Oreste",2011,"American Economic Journal: Macroeconomics 3(4), pp. 112-42",10.1257/mac.3.4.112,rbc_dtt11__monetary_policy_and_the_financing_of_firms__d32dcd23,rbc_dtt11__monetary_policy_and_the_financing_of_firms,matched,1.0000,d32dcd23-cfeb-4a15-88ac-25e2cb169c6e,Monetary policy and the financing of firms,1.0000,,mmb-paper-derivations/derivations/RBC_DTT11/RBC_DTT11_derivation.en.md,mmb-paper-derivations/derivations/RBC_DTT11/RBC_DTT11_derivation.zh.md,RBC_DTT11_derivation.zh.md,mmb-paper-derivations/derivations/RBC_DTT11/source_manifest.json,mmb-paper-derivations/derivations/RBC_DTT11/extraction_notes.md,mmb-paper-derivations/derivations/RBC_DTT11/worker_report.json,7c6b48747b099399022d1daf159cd9fd253f23b2492c5bcc92c7774cb5fe008b,2d3defcc58db1831aa7415d680088a8cf603efe56a3dc9ac91fb70a5c1cd2c16,69,69,26,true,true,true,completed_needs_review,draft_ocr_checked_against_markdown,partial_needs_review,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/rbc_dtt11__monetary_policy_and_the_financing_of_firms__d32dcd23/full.md,7cef9b50514a60803ac90e4d64c79cbd9d898b807d19163412d4f4c4e0bc07c5,dsge-evaluation,raw/mmb_papers/Monetary policy and the financing of firms.pdf,15c9885fd7a9b2761d04de3fdab707faafb3d470c01ff4e7e4eb024416212a3e
UK_SM11,"An estimated DSGE model of energy,
costs and inflation in the United Kingdom",Stephen Millard,2011,Bank of England Working Paper,10.2139/ssrn.1898065,uk_sm11__an_estimated_dsge_model_of_energy_costs_and_inflation_in_the_united_king__84b3b0b8,uk_sm11__an_estimated_dsge_model_of_energy_costs_and_inflation_in_the_united_king,matched,1.0000,84b3b0b8-fdb9-42d7-a2f1-4e4e266ccde8; 7c46224e-727a-48ed-950c-97f2f1810d7d,"An estimated DSGE model of energy, costs and inflation in the United Kingdom",1.0000,,mmb-paper-derivations/derivations/UK_SM11/UK_SM11_derivation.en.md,mmb-paper-derivations/derivations/UK_SM11/UK_SM11_derivation.zh.md,UK_SM11_derivation.zh.md,mmb-paper-derivations/derivations/UK_SM11/source_manifest.json,mmb-paper-derivations/derivations/UK_SM11/extraction_notes.md,mmb-paper-derivations/derivations/UK_SM11/worker_report.json,04f8c0333d2118ef67892bc7f3c6bcd43eceab1078d8078549b9f6cfe554b4da,dbb003af0c8a2c45bcdf6b4decb25c4d99a039187dedf93ef9ccf9ed48f84e21,128,128,55,true,true,true,completed_needs_review,draft_ocr_extracted_needs_pdf_review,log_linear_zero_steady_state_with_calibrated_ratios,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/uk_sm11__an_estimated_dsge_model_of_energy_costs_and_inflation_in_the_united_king__84b3b0b8/full.md,ddb1d929f359fec2351a3db1db93f41f87b2c5441032ac2d2923f2a16af8e758,dsge-evaluation,"raw/mmb_papers/An estimated DSGE model of energy, costs and inflation in the United Kingdom.pdf",6bd1584e33da3486ac7e83845be56e93b36d812fd02e85bffcd759a4b094c165
US_ACELm,"Firm-specific capital, nominal rigidities","Altig, David; Christiano, Lawrence J.; Eichenbaum, Martin; Linde, Jesper",2005,CEPR Discussion Papers 4858,10.3386/w11034,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities,matched,1.0000,e0fac58f-0dfb-476b-b2df-8712e57d9ce4,"Firm-specific capital, nominal rigidities",1.0000,,mmb-paper-derivations/derivations/US_ACELm/US_ACELm_derivation.en.md,mmb-paper-derivations/derivations/US_ACELm/US_ACELm_derivation.zh.md,US_ACELm_derivation.zh.md,mmb-paper-derivations/derivations/US_ACELm/source_manifest.json,mmb-paper-derivations/derivations/US_ACELm/extraction_notes.md,mmb-paper-derivations/derivations/US_ACELm/worker_report.json,e8f15180c7f39a7453f443351884369824e0d3ca76541e96f865a66f1341b57b,c4759fd72de0030ea16f8611209c0c8663758567bebd8c89dcddd500cf8d0286,104,104,35,true,true,true,needs_review,needs_review,needs_review,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f/full.md,076ad1ff4d2146c511b4feabae5490d12292e7ee485f953b8320dfd9751542c7,dsge-evaluation,"raw/mmb_papers/Firm-specific capital, nominal rigidities.pdf",b418270ebc5f8698a2a1d2562d236ccdefe30fb4ee04561a1287a8872c205618
US_ACELswm,"Firm-specific capital, nominal rigidities","Altig, David; Christiano, Lawrence J.; Eichenbaum, Martin; Linde, Jesper",2005,CEPR Discussion Papers 4858,10.3386/w11034,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities,matched,1.0000,e0fac58f-0dfb-476b-b2df-8712e57d9ce4,"Firm-specific capital, nominal rigidities",1.0000,,mmb-paper-derivations/derivations/US_ACELswm/US_ACELswm_derivation.en.md,mmb-paper-derivations/derivations/US_ACELswm/US_ACELswm_derivation.zh.md,US_ACELswm_derivation.zh.md,mmb-paper-derivations/derivations/US_ACELswm/source_manifest.json,mmb-paper-derivations/derivations/US_ACELswm/extraction_notes.md,mmb-paper-derivations/derivations/US_ACELswm/worker_report.json,2a090fcd21e5538fb05b7872bf9f8f0e63ea0eade77868588eb10126cbd41fc3,edd887f503212135d94a6fb3389027957c88aa5b8af12a2111bace455ef92185,54,54,25,true,true,true,needs_review,needs_review,implementation_cross_checked_needs_source_review,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f/full.md,076ad1ff4d2146c511b4feabae5490d12292e7ee485f953b8320dfd9751542c7,dsge-evaluation,"raw/mmb_papers/Firm-specific capital, nominal rigidities.pdf",b418270ebc5f8698a2a1d2562d236ccdefe30fb4ee04561a1287a8872c205618
US_ACELswt,"Firm-specific capital, nominal rigidities","Altig, David; Christiano, Lawrence J.; Eichenbaum, Martin; Linde, Jesper",2005,CEPR Discussion Papers 4858,10.3386/w11034,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities,matched,1.0000,e0fac58f-0dfb-476b-b2df-8712e57d9ce4,"Firm-specific capital, nominal rigidities",1.0000,,mmb-paper-derivations/derivations/US_ACELswt/US_ACELswt_derivation.en.md,mmb-paper-derivations/derivations/US_ACELswt/US_ACELswt_derivation.zh.md,US_ACELswt_derivation.zh.md,mmb-paper-derivations/derivations/US_ACELswt/source_manifest.json,mmb-paper-derivations/derivations/US_ACELswt/extraction_notes.md,mmb-paper-derivations/derivations/US_ACELswt/worker_report.json,36a360e4ef154e99ab67d695ecf71cd3ee485844d19aa2ca5b11e591c8a2f1c0,1d357a399a5ae958153c0ad96a22f2d2684d2dd3856497d59cb1c6e6cfe89ef7,126,126,38,true,true,true,needs_review,needs_review,implementation_cross_check,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f/full.md,076ad1ff4d2146c511b4feabae5490d12292e7ee485f953b8320dfd9751542c7,dsge-evaluation,"raw/mmb_papers/Firm-specific capital, nominal rigidities.pdf",b418270ebc5f8698a2a1d2562d236ccdefe30fb4ee04561a1287a8872c205618
US_ACELt,"Firm-specific capital, nominal rigidities","Altig, David; Christiano, Lawrence J.; Eichenbaum, Martin; Linde, Jesper",2005,CEPR Discussion Papers 4858,10.3386/w11034,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f,us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities,matched,1.0000,e0fac58f-0dfb-476b-b2df-8712e57d9ce4,"Firm-specific capital, nominal rigidities",1.0000,,mmb-paper-derivations/derivations/US_ACELt/US_ACELt_derivation.en.md,mmb-paper-derivations/derivations/US_ACELt/US_ACELt_derivation.zh.md,US_ACELt_derivation.zh.md,mmb-paper-derivations/derivations/US_ACELt/source_manifest.json,mmb-paper-derivations/derivations/US_ACELt/extraction_notes.md,mmb-paper-derivations/derivations/US_ACELt/worker_report.json,a27b8b2641aabab1e6f3114da1322ead110b40f6d13ca3dc0053cf0647c83566,5ec23335a8f658cdaa621023b080ce73f1ab161711cdd59a35c5c8326971aed3,111,111,29,true,true,true,needs_review,needs_review,partial_implementation_cross_check,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_acelm_us_acelswm_us_acelswt_us_acelt__firm_specific_capital_nominal_rigidities__e0fac58f/full.md,076ad1ff4d2146c511b4feabae5490d12292e7ee485f953b8320dfd9751542c7,dsge-evaluation,"raw/mmb_papers/Firm-specific capital, nominal rigidities.pdf",b418270ebc5f8698a2a1d2562d236ccdefe30fb4ee04561a1287a8872c205618
US_AJ16,"Financial intermediation, investment dynamics, and business cycle fluctuations","Ajello, Andrea",2016,"American Economic Review 106 (8), 2256-2303",10.1257/aer.20120079,us_aj16__financial_intermediation_investment_dynamics_and_business_cycle_fluctuat__68cd7c2d,us_aj16__financial_intermediation_investment_dynamics_and_business_cycle_fluctuat,matched,1.0000,68cd7c2d-56de-47eb-b378-19705191b4ce,"Financial intermediation, investment dynamics, and business cycle fluctuations",1.0000,,mmb-paper-derivations/derivations/US_AJ16/US_AJ16_derivation.en.md,mmb-paper-derivations/derivations/US_AJ16/US_AJ16_derivation.zh.md,US_AJ16_derivation.zh.md,mmb-paper-derivations/derivations/US_AJ16/source_manifest.json,mmb-paper-derivations/derivations/US_AJ16/extraction_notes.md,mmb-paper-derivations/derivations/US_AJ16/worker_report.json,ef421696d6d1371494bbc2eda4f09e4d8c66f88190fe6535bdb4b6ed0758b1c5,d31424c5257dab026c7f16ae879c7cf27d72eb6f9196197bbcd281d2748440fb,52,52,29,true,true,true,needs_review,medium,partial,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_aj16__financial_intermediation_investment_dynamics_and_business_cycle_fluctuat__68cd7c2d/full.md,f6cf50e896ac923df5d2687bbbc6dbde90315f968809469d1d2197d006fca134,dsge-evaluation,"raw/mmb_papers/Financial intermediation, investment dynamics, and business cycle fluctuations.pdf",c8e185d6a7ff7c0b6b126b0d7aabd83115c9ea61a7a0f9cbeaf30a902fc6ca01
US_BB18,Oil supply shocks and the U.S. economy: An estimated DSGE model,"Balke, N.; Brown, S.",2018,"Energy Policy, Volume 116, Pages 357-372",10.1016/j.enpol.2018.02.027,us_bb18__oil_supply_shocks_and_the_u_s_economy_an_estimated_dsge_model__fb6c41df,us_bb18__oil_supply_shocks_and_the_u_s_economy_an_estimated_dsge_model,matched,1.0000,fb6c41df-3d98-4b31-8b03-8163ae00a837,Oil supply shocks and the U.S. economy- An estimated DSGE model,1.0000,,mmb-paper-derivations/derivations/US_BB18/US_BB18_derivation.en.md,mmb-paper-derivations/derivations/US_BB18/US_BB18_derivation.zh.md,US_BB18_derivation.zh.md,mmb-paper-derivations/derivations/US_BB18/source_manifest.json,mmb-paper-derivations/derivations/US_BB18/extraction_notes.md,mmb-paper-derivations/derivations/US_BB18/worker_report.json,7019ab216b35e47529499e8545185fffce7e28f14f6a320194cc41692d85c8e8,913aba3887981612b604dc9fb6769bd927e01bee7b3ef41ad7a3342a7494854c,54,54,36,true,true,true,needs_review,paper_equations_available_with_ocr_issues; selected equations marked needs_review,calibrated_share_targets_recorded; closed-form steady state not derived,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_bb18__oil_supply_shocks_and_the_u_s_economy_an_estimated_dsge_model__fb6c41df/full.md,d1ef65c6692f3c7ce04e1ee6aad297592ce270ba6f686918b4475784bde1c385,dsge-evaluation,raw/mmb_papers/Oil supply shocks and the U.S. economy- An estimated DSGE model.pdf,75c8ad5e3e59918d0f658893f8eade3233f827b5e017dee781a0682a503a2c46
US_BKM12,Reset Price Inflation and the Impact of Monetary Policy Shocks,"Bils, Mark; Klenow, Peter J.; Malin, Benjamin A.",2012,"American Economic Review, 102(6): 2798-2825",10.1257/aer.102.6.2798,us_bkm12__reset_price_inflation_and_the_impact_of_monetary_policy_shocks__f65547b5,us_bkm12__reset_price_inflation_and_the_impact_of_monetary_policy_shocks,matched,1.0000,f65547b5-e14b-4dbf-ac7e-9efb5ba7f228,Reset Price Inflation and the Impact of Monetary Policy Shocks,1.0000,,mmb-paper-derivations/derivations/US_BKM12/US_BKM12_derivation.en.md,mmb-paper-derivations/derivations/US_BKM12/US_BKM12_derivation.zh.md,US_BKM12_derivation.zh.md,mmb-paper-derivations/derivations/US_BKM12/source_manifest.json,mmb-paper-derivations/derivations/US_BKM12/extraction_notes.md,mmb-paper-derivations/derivations/US_BKM12/worker_report.json,d074a5de0050c2d2945cf0325ee97b77bcaa42a2db25445ab7e422a31283e7ce,d4c48889063beb087a9d917d737ab570b4b7901ab82e0b3fc18053f4a1e842dc,165,165,36,true,true,true,needs_review,needs_review,partial_linearized,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_bkm12__reset_price_inflation_and_the_impact_of_monetary_policy_shocks__f65547b5/full.md,23d47d1e1abe0ae3a475de6ded76daf4f773997f4d4a991687018a6b5648ff19,dsge-evaluation,raw/mmb_papers/Reset Price Inflation and the Impact of Monetary Policy Shocks.pdf,c3bd56b8c1e703b9ccb95b94f305f626246f5e0731d1a2e8e9dcb833f359238e
US_BR13,Why are the 2000s so different from the 1970s?,"Blanchard, Olivier; Riggi, Marianna",2013,"Journal of the European Economic Association, 11(5), 1032–1052",,us_br13__why_are_the_2000s_so_different_from_the_1970s__5227bf28,us_br13__why_are_the_2000s_so_different_from_the_1970s,matched,1.0000,5227bf28-1ed1-42e5-9235-36552bd5505b,Why are the 2000s so different from the 1970s?,1.0000,,mmb-paper-derivations/derivations/US_BR13/US_BR13_derivation.en.md,mmb-paper-derivations/derivations/US_BR13/US_BR13_derivation.zh.md,US_BR13_derivation.zh.md,mmb-paper-derivations/derivations/US_BR13/source_manifest.json,mmb-paper-derivations/derivations/US_BR13/extraction_notes.md,mmb-paper-derivations/derivations/US_BR13/worker_report.json,93be11a18ddedd6bd08c707f5b6f202a6971d08b36a69326309ee156ef750436,da375726e1e407420877d0867c5f48e29fafed8acf09926f94a19c74b2782c3a,111,111,18,true,true,true,needs_review,draft_extracted,log_linear_zero_steady_state,True,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_br13__why_are_the_2000s_so_different_from_the_1970s__5227bf28/full.md,44a804d5a66e5742d08a64021a93092b21a55ee778f5e37daf1cc102416051bc,dsge-evaluation,raw/mmb_papers/Why are the 2000s so different from the 1970s?.pdf,c3c0548db524bc175933dceb894bed353ad7cc42bdffecc8a78d278d9b0cbcec
US_CCF12,The Macroeconomic Effects of Large-scale Asset Purchase Programmes,"Chen, Han; Cúrdia, Vasco; Ferrero, Andrea",2012,"The Economics Journal 122(November), pp. F289-F315",10.1111/j.1468-0297.2012.02549.x,us_ccf12__the_macroeconomic_effects_of_large_scale_asset_purchase_programmes__2865b07c,us_ccf12__the_macroeconomic_effects_of_large_scale_asset_purchase_programmes,matched,1.0000,2865b07c-427c-46bd-b58b-d89d31d5cf2b,The Macroeconomic Effects of Large-scale Asset Purchase Programmes,1.0000,,mmb-paper-derivations/derivations/US_CCF12/US_CCF12_derivation.en.md,mmb-paper-derivations/derivations/US_CCF12/US_CCF12_derivation.zh.md,US_CCF12_derivation.zh.md,mmb-paper-derivations/derivations/US_CCF12/source_manifest.json,mmb-paper-derivations/derivations/US_CCF12/extraction_notes.md,mmb-paper-derivations/derivations/US_CCF12/worker_report.json,7a20163d2c9fd916cbac898a3d1d1641b7e640af7b42a98caf4463ef1684cd00,e295e0c3870c97fc4e684a9195fc9ff6724f42acf31bcc9d6f1eed2bfba4c173,96,96,24,true,true,true,"{""archive_status"": ""needs_review"", ""formula_quality"": ""partial_paper_body_extraction"", ""needs_human_review"": true, ""runtime_validation"": ""not_performed"", ""steady_state_quality"": ""needs_review_missing_online_appendix_c""}",partial_paper_body_extraction,needs_review_missing_online_appendix_c,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_ccf12__the_macroeconomic_effects_of_large_scale_asset_purchase_programmes__2865b07c/full.md,4b88db00ffa5b0e2f3f24373c465c8866edac67e6e876dcba68897c9fbfbcde7,dsge-evaluation,raw/mmb_papers/The Macroeconomic Effects of Large-scale Asset Purchase Programmes.pdf,ec2933959c7099a7b60843a028145a5af80b5f53ef109c584a1500891a8d86cf
US_CCTW10,New keynesian versus old keynesian government spending multipliers,"Cogan, John F.; Cwik, Tobias; Taylor, John B.; Wieland, Volker",2010,"Journal of Economic Dynamics and Control 34(3), pp. 281-295",10.1016/j.jedc.2010.01.010,us_cctw10__new_keynesian_versus_old_keynesian_government_spending_multipliers__da0c2db2,us_cctw10__new_keynesian_versus_old_keynesian_government_spending_multipliers,matched,1.0000,da0c2db2-6c72-491a-bf19-36494debedbb,New keynesian versus old keynesian government spending multipliers,1.0000,,mmb-paper-derivations/derivations/US_CCTW10/US_CCTW10_derivation.en.md,mmb-paper-derivations/derivations/US_CCTW10/US_CCTW10_derivation.zh.md,US_CCTW10_derivation.zh.md,mmb-paper-derivations/derivations/US_CCTW10/source_manifest.json,mmb-paper-derivations/derivations/US_CCTW10/extraction_notes.md,mmb-paper-derivations/derivations/US_CCTW10/worker_report.json,a5dfae5860a80e94b84ee2fb2f74672c3200c0196d7ed525c132a8101237b2bf,ef5e3a7d0ccb78281bd4527dd105a2b6bf36a68a75126c890bf5fb301d64840e,97,97,43,true,true,true,needs_review,partial_paper_equations_core_sw_needs_source_review,log_linear_deviation_steady_state_recorded_runtime_not_performed,true,false,not_vendored_public_repo_copyright_boundary,dsge-evaluation,raw/mmb_mineru/runs/us_cctw10__new_keynesian_versus_old_keynesian_government_spending_multipliers__da0c2db2/full.md,659ea28a152ae05f8c7de0deebfe6d9467ac2552204ccc1e82d1f6b3af2d2628,dsge-evaluation,raw/mmb_papers/New keynesian versus old keynesian government spending multipliers.pdf,2390914291da1be9d73049eea0be204c9111362eded196832bd3960b6242eba5
