source_id,paper_slug,paper_title,authors,year,journal_or_series,doi,mineru_match_status,mineru_match_score,mineru_run_ids,primary_source_title,model_title_match_score,primary_full_md_repo,primary_full_md_repo_relpath,primary_full_md_sha256,raw_pdf_repo,raw_pdf_repo_relpath,raw_pdf_sha256,source_markdown_storage,linked_model_ids,linked_model_count
eaus_nawmctww__fiscal_consolidation_strategy__97cf0e5f,eaus_nawmctww__fiscal_consolidation_strategy,Fiscal consolidation strategy,"Cogan, John F.; Taylor, John B.; Wieland, Volker; Wolters, Maik H.",2013,"Journal of Economic Dynamics and Control 37, pp. 404-421",10.1016/j.jedc.2012.10.004,matched,1.0000,97cf0e5f-085a-426c-ac73-d01b58305110,Fiscal consolidation strategy,1.0000,dsge-evaluation,raw/mmb_mineru/runs/eaus_nawmctww__fiscal_consolidation_strategy__97cf0e5f/full.md,cf88cce82ab5257a4b408ab12f46203f1ed6305c5bc09c08b7a4444f7649e766,dsge-evaluation,raw/mmb_papers/Fiscal consolidation strategy.pdf,4497e0d943d4ef918f61c003607cc30e34d693b647b6d962a1dc95298ff7fe88,not_vendored_public_repo_copyright_boundary,EAUS_NAWMctww,1
esrea_fimod12__fimod_a_dsge_model_for_fiscal_policy_simulations__962e806e,esrea_fimod12__fimod_a_dsge_model_for_fiscal_policy_simulations,FiMod—A DSGE model for fiscal policy simulations,"Stähler, Nikolai; Thomas, Carlos",2012,"Economic Modelling, 29, 239–261",10.1016/j.econmod.2011.10.001,matched,1.0000,962e806e-4ea3-449d-8852-d106d0288d2c,FiMod—A DSGE model for fiscal policy simulations,1.0000,dsge-evaluation,raw/mmb_mineru/runs/esrea_fimod12__fimod_a_dsge_model_for_fiscal_policy_simulations__962e806e/full.md,e292f5edd2842671f707e8ce496d83472438302f16290b5f2ca9be0b49244b1a,dsge-evaluation,raw/mmb_papers/FiMod—A DSGE model for fiscal policy simulations.pdf,95436b06fc07512296a7ce649a7bc62d85587d83a3ac3af1551e2c9dfa765f34,not_vendored_public_repo_copyright_boundary,ESREA_FIMOD12,1
fi_aino16__the_aino_ii_model__bb68ecab,fi_aino16__the_aino_ii_model,The AINO II model,"Kilponen, Juha; Orjasniemi, Seppo; Ripatti, Antti; Verona, Fabio",2016,Bank of Finland Research Discussion Paper 16/2016,10.2139/ssrn.2795479,matched,1.0000,bb68ecab-6ac6-443c-b8df-371121110c49,The AINO II model,1.0000,dsge-evaluation,raw/mmb_mineru/runs/fi_aino16__the_aino_ii_model__bb68ecab/full.md,48ac07f2a234438d59c81631101eef7683875f7cab44a0796dc6dd1f4c31b656,dsge-evaluation,raw/mmb_papers/The AINO II model.pdf,110a93ec5e6b1b954a8e84e16c40ea4ac75d2ecbf3bb67591bc1f97c75f9eae1,not_vendored_public_repo_copyright_boundary,FI_AINO16,1
g2_sigma08__trade_adjustment_and_the_composition_of_trade__2bcd14af,g2_sigma08__trade_adjustment_and_the_composition_of_trade,Trade adjustment and the composition of trade,"Erceg, Christopher; Guerrieri, Luca; Gust, Christopher J.",2008,"Journal of Economic Dynamics and Control 32(8), pp. 2622-2650",10.1016/j.jedc.2007.09.015,matched,1.0000,2bcd14af-41e8-4cab-9837-d3f2fc192679,Trade adjustment and the composition of trade,1.0000,dsge-evaluation,raw/mmb_mineru/runs/g2_sigma08__trade_adjustment_and_the_composition_of_trade__2bcd14af/full.md,c6d12a384c64d6cbd58bf913a133e680882d96226b4ab2b434be3823afa34e31,dsge-evaluation,raw/mmb_papers/Trade adjustment and the composition of trade.pdf,acee4bf08b1bb7f273402e5e9560071a6faaa7a740c4dbca36126411d49d6f12,not_vendored_public_repo_copyright_boundary,G2_SIGMA08,1
g3_cw03__inflation_dynamics_and_international_linkages_a_model_of_the_united_stat__b76bbb9e,g3_cw03__inflation_dynamics_and_international_linkages_a_model_of_the_united_stat,"Inflation dynamics and international linkages: A model of the United States, the Euro Area and Japan","Coenen, Günther; Wieland, Volker",2003,ECB Working Paper Series 181,10.17016/ifdp.2002.0745,matched,1.0000,b76bbb9e-c5d1-4eab-9d59-e26ea7952903,"Inflation dynamics and international linkages- A model of the United States, the Euro Area and Japan",1.0000,dsge-evaluation,raw/mmb_mineru/runs/g3_cw03__inflation_dynamics_and_international_linkages_a_model_of_the_united_stat__b76bbb9e/full.md,aff8bd499b0dab6a0c413902ee2123069e22e8fc0d79d139416b62b057f1a94c,dsge-evaluation,"raw/mmb_papers/Inflation dynamics and international linkages- A model of the United States, the Euro Area and Japan.pdf",aae4f2900ad12b8f9d866b3be2924d829b11426abfe8e1bf19dc055d2a47a61f,not_vendored_public_repo_copyright_boundary,G3_CW03,1
gpm6_imf13_us_pm08_us_pm08fl__a_small_quarterly_projection_model_of_the_us_economy__a2e8676b,gpm6_imf13_us_pm08_us_pm08fl__a_small_quarterly_projection_model_of_the_us_economy,A small quarterly projection model of the US economy,"Carabenciov, Ioan; Freedman, Charles; Garcia-Saltos, Roberto; Laxton, Douglas; Kamenik, Ondrej; Manchev, Petar",2013,IMF Working Paper 08/278,10.5089/9781451871364.001,matched,1.0000,a2e8676b-943b-4810-bcb5-d716951a7fa4; 86500816-7954-4f67-b157-79058ffc0fde,A small quarterly projection model of the US economy,1.0000,dsge-evaluation,raw/mmb_mineru/runs/gpm6_imf13_us_pm08_us_pm08fl__a_small_quarterly_projection_model_of_the_us_economy__a2e8676b/full.md,678667ba943ffde92ce650faae292b6e348886ea2fc504ab20b9cf1544b987d6,dsge-evaluation,raw/mmb_papers/A small quarterly projection model of the US economy.pdf,fca7f36de0799f0fb9fe8996c5f08bf73a2855b8e8a602f341644786115863d5,not_vendored_public_repo_copyright_boundary,GPM6_IMF13;US_PM08;US_PM08fl,3
hk_fp13__housing_prices_and_the_business_cycle_an_empirical_application_to_hong_k__d766767f,hk_fp13__housing_prices_and_the_business_cycle_an_empirical_application_to_hong_k,Housing prices and the business cycle: An empirical application to Hong Kong,"Funke, Michael; Paetz, Michael",2013,"Journal of Housing Economics 22 (1), pp. 62-76",10.1016/j.jhe.2012.11.001,matched,1.0000,d766767f-308b-460e-819b-e299b828f56e,Housing prices and the business cycle- An empirical application to Hong Kong,1.0000,dsge-evaluation,raw/mmb_mineru/runs/hk_fp13__housing_prices_and_the_business_cycle_an_empirical_application_to_hong_k__d766767f/full.md,8d2c8618c350bfd231cd0f3141c5236be13e5fd15dbb861b5302000a35c6d8c1,dsge-evaluation,raw/mmb_papers/Housing prices and the business cycle- An empirical application to Hong Kong.pdf,6e2125b8a126557aec563c6027a2303e7bf62f5a495d3e20b6639efe50d0a0cc,not_vendored_public_repo_copyright_boundary,HK_FP13,1
hk_fpp11__stock_market_wealth_effects_in_an_estimated_dsge_model_for_hong_kong__24bfe42d,hk_fpp11__stock_market_wealth_effects_in_an_estimated_dsge_model_for_hong_kong,Stock market wealth effects in an estimated DSGE model for Hong Kong,"Funke, Michael; Paetz, Michael; Pytlarczyk, Ernest",2011,"Economic Modelling 28, pp. 316-334",10.1016/j.econmod.2010.08.016,matched,1.0000,24bfe42d-832c-4187-85cd-31bab6f55223,Stock market wealth effects in an estimated DSGE model for Hong Kong,1.0000,dsge-evaluation,raw/mmb_mineru/runs/hk_fpp11__stock_market_wealth_effects_in_an_estimated_dsge_model_for_hong_kong__24bfe42d/full.md,3ce3539f1a3ce26de2442917d2f5ceff9795dd7af490da7ea60366925dc67630,dsge-evaluation,raw/mmb_papers/Stock market wealth effects in an estimated DSGE model for Hong Kong.pdf,67e6c105ef0b97897b442959db041ebe66e36b1e02a90e49d16fe386bc27616c,not_vendored_public_repo_copyright_boundary,HK_FPP11,1
nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules__2eb96dcd,nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules,Trade Wars and the Optimal Design of Monetary Rules,"Auray, Stéphane; Devereux, Micheal; Eyquem, Aurélien ",2025,Journal of Monetary Economics,10.1016/j.jmoneco.2024.103726,matched,1.0000,2eb96dcd-d16e-4f63-85f3-a8572fc7a9dd,Trade Wars and the Optimal Design of Monetary Rules,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_ade25cpi_nk_ade25ppi__trade_wars_and_the_optimal_design_of_monetary_rules__2eb96dcd/full.md,97509b26b31bb5141a69fde1d2fa8683a68875e250a9985d569887ad6655117a,dsge-evaluation,raw/mmb_papers/Trade Wars and the Optimal Design of Monetary Rules.pdf,0211033b24cdd7762a48bac5648910733e1ddb148fcce1c0695d93bb953e69c6,not_vendored_public_repo_copyright_boundary,NK_ADE25cpi;NK_ADE25ppi,2
nk_afl15__monetary_policy_and_risk_taking__00cda0fc,nk_afl15__monetary_policy_and_risk_taking,Monetary policy and risk taking,"Angeloni, Ignazio; Faia, Ester; Lo Duca, Marco",2015,"Journal of Economic Dynamics & Control 52, pp. 285-307",10.1016/j.jedc.2014.12.001,matched,1.0000,00cda0fc-04d7-4efe-b277-71d99a1c719d,Monetary policy and risk taking,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_afl15__monetary_policy_and_risk_taking__00cda0fc/full.md,034333f4d53621798d48f32fbc568999714a9476770978a33fdd79667303a1f1,dsge-evaluation,raw/mmb_papers/Monetary policy and risk taking.pdf,e9a8f8fdb4c248bf7076ab9dc646a936d8e858a5646c2b5fba825091d3756d1c,not_vendored_public_repo_copyright_boundary,NK_AFL15,1
nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen__297a65c4,nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen,Labor markets and monetary policy: A New Keynesian model with unemployment,"Blanchard, Olivier; Gali, Jordí",2010,"American Economic Journal: Macroeconomics 2(2), pp. 1-30",10.1257/mac.2.2.1,matched,1.0000,297a65c4-580f-44c8-a1e3-657eb40a7a1f,Labor markets and monetary policy- A New Keynesian model with unemployment,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_bgeu10_nk_bgus10__labor_markets_and_monetary_policy_a_new_keynesian_model_with_unemploymen__297a65c4/full.md,90b8e0ff38825e922f151d53005e96870dc54fc8b89d410dc1352277af9febce,dsge-evaluation,raw/mmb_papers/Labor markets and monetary policy- A New Keynesian model with unemployment.pdf,122110c47fbfca88a8e48a14c6d8de52649d4239ffa2a892a8d5d168cff41221,not_vendored_public_repo_copyright_boundary,NK_BGEU10;NK_BGUS10,2
nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business__e6291ccb,nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business,The financial accelerator in a quantitative business,"Bernanke, Ben; Gertler, Mark; Gilchrist, Simon",1999,"Taylor, J. B., Woodford, M. (Eds.), Handbook of Macroeconomics Volume 1, pp. 1341-1393",10.1016/s1574-0048(99)10034-x,matched,1.0000,e6291ccb-176a-4258-bb8d-4ad10594377a,The financial accelerator in a quantitative business,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_bgg99_nk_bgg99al__the_financial_accelerator_in_a_quantitative_business__e6291ccb/full.md,c8f74645b6af2371bb428f47cc47359a8cad4286e77d0a7d54a983f48c86fee8,dsge-evaluation,raw/mmb_papers/The financial accelerator in a quantitative business.pdf,5fd71d17bde24361cff3808137cc9639343338fb89e85891783a14e22899437b,not_vendored_public_repo_copyright_boundary,NK_BGG99;NK_BGG99AL,2
nk_cdk24__energy_prices_and_household_heterogeneity_monetary_policy_in_a_gas_tank__9fe20b52,nk_cdk24__energy_prices_and_household_heterogeneity_monetary_policy_in_a_gas_tank,Energy prices and household heterogeneity: Monetary policy in a Gas-TANK,Jenny Chan; Sebastian Diz; Derrick Kanngiesser,2024,Journal of Monetary Economics,10.1016/j.jmoneco.2024.103620,matched,1.0000,9fe20b52-3cba-4756-b83c-e96a5eb2719b,Energy prices and household heterogeneity- Monetary policy in a Gas-TANK,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_cdk24__energy_prices_and_household_heterogeneity_monetary_policy_in_a_gas_tank__9fe20b52/full.md,deaa1ac0bfa98c67ff2826661f43899b0e19d85b179f05120774c144ce1f43e6,dsge-evaluation,raw/mmb_papers/Energy prices and household heterogeneity- Monetary policy in a Gas-TANK.pdf,078a874824558d3a2f809444fb74a862f9948f36c89f4e07659b816e73fdf399,not_vendored_public_repo_copyright_boundary,NK_CDK24,1
nk_cfp10__optimal_monetary_policy_in_a_model_with_agency_costs__381a62e0,nk_cfp10__optimal_monetary_policy_in_a_model_with_agency_costs,Optimal monetary policy in a model with agency costs,"Carlstrom, Charles T.; Fuerst, Timothy S.; Paustian, Matthias",2010,"Journal of Money, Credit and Banking 42 (s1), 37-70",10.1111/j.1538-4616.2010.00329.x,matched,1.0000,381a62e0-4eaf-4677-976b-3c9175651f77,Optimal monetary policy in a model with agency costs,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_cfp10__optimal_monetary_policy_in_a_model_with_agency_costs__381a62e0/full.md,58681eda339ed8fde8437c1a945c6df1a7a2ef183a225ae6f32918dfaede7d3e,dsge-evaluation,raw/mmb_papers/Optimal monetary policy in a model with agency costs.pdf,5cf5d3a7b526da45422c039dd037a4b854ec5f5c688307a6a4f7f647a8eabd44,not_vendored_public_repo_copyright_boundary,NK_CFP10,1
nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis__8ffaf5fd,nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis,A simple framework for international monetary policy analysis,"Clarida, Richard; Gali, Jordí; Gertler, Mark",2002,"Journal of Monetary Economics 49(5), pp. 879-904",10.3386/w8870,matched,1.0000,8ffaf5fd-ee22-465d-89b8-0690a85353c0; 6a29a2f0-556b-4ff8-b273-d71880107e67,A simple framework for international monetary policy analysis,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_cgg02_nk_cgg02al__a_simple_framework_for_international_monetary_policy_analysis__8ffaf5fd/full.md,a08d373aa4bfb9d0e0658c8f0851744d3aa7d64513b5ea5be47c3fd04e8cc25d,dsge-evaluation,raw/mmb_papers/A simple framework for international monetary policy analysis.pdf,e10d439ff44d8ae9be58a914614e1b9e714a3e7d29eaf53b68a76c2686cfb590,not_vendored_public_repo_copyright_boundary,NK_CGG02;NK_CGG02AL,2
nk_cgg99_nk_cgg99al__the_science_of_monetary_policy_a_new_keynesian_perspective__d3d8dd41,nk_cgg99_nk_cgg99al__the_science_of_monetary_policy_a_new_keynesian_perspective,The Science of Monetary Policy: A New Keynesian Perspective,"Clarida, Richard; Gali, Jordí; Gertler, Mark",1999,"Journal of Economic Literature 37(4), pp. 1661-1707",10.1257/jel.37.4.1661,matched,1.0000,d3d8dd41-6e6e-4b99-a950-51f1eeae5ef4,The Science of Monetary Policy- A New Keynesian Perspective,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_cgg99_nk_cgg99al__the_science_of_monetary_policy_a_new_keynesian_perspective__d3d8dd41/full.md,de43eec4a232517fab88cf7403ee4a0a1f6aa86411ae2bcf8a496bc9a4a54e62,dsge-evaluation,raw/mmb_papers/The Science of Monetary Policy- A New Keynesian Perspective.pdf,93804a57668edf79feacfe4f8e16f1d778f1e2da90e77706c1bbd7b78ec4003c,not_vendored_public_repo_copyright_boundary,NK_CGG99;NK_CGG99AL,2
nk_ck08__resuscitating_the_wage_channel_in_models_with_unemployment__9824f7f5,nk_ck08__resuscitating_the_wage_channel_in_models_with_unemployment,Resuscitating the wage channel in models with unemployment,"Christoffel, Kai; Kuester, Keith",2008,"Journal of Monetary Economics 55(5), pp. 865-887",10.1016/j.jmoneco.2008.03.009,matched,1.0000,9824f7f5-cffe-47c7-8bf0-1ade5a06c243,Resuscitating the wage channel in models with unemployment,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_ck08__resuscitating_the_wage_channel_in_models_with_unemployment__9824f7f5/full.md,bd1b0e34d418821bb571a50f40e0c6103cc7e68512ca2770edea717de83b2016,dsge-evaluation,raw/mmb_papers/Resuscitating the wage channel in models with unemployment.pdf,deeb6545a157d0a880ccf016f34516525a81f061a33ca2dbbb811c4907a90c27,not_vendored_public_repo_copyright_boundary,NK_CK08,1
nk_cw09__credit_frictions_and_optimal_monetary_policy__763a743f,nk_cw09__credit_frictions_and_optimal_monetary_policy,Credit frictions and optimal monetary policy,"Curdia, Vasco; Woodford, Michael",2009,BIS Working Paper No 278,10.2139/ssrn.1440289,matched,1.0000,763a743f-88d3-48b0-a1c5-d85aa1904cdd; 8a203c25-5728-480d-b422-aa5185c8e7af,Credit frictions and optimal monetary policy 2009,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_cw09__credit_frictions_and_optimal_monetary_policy__763a743f/full.md,244766b30dc3ac79978693dcd5fc93d8f1effcc0d742c7242268c51a567a4bc3,dsge-evaluation,raw/mmb_papers/Credit frictions and optimal monetary policy 2009.pdf,eb152d262094f1d88361f799dd8b11bff322f3613feca3a84767ddbdcfdb2311,not_vendored_public_repo_copyright_boundary,NK_CW09,1
nk_defk17__the_great_escape_a_quantitative_evaluation_of_the_fed_s_liquidity_facili__b6479bed,nk_defk17__the_great_escape_a_quantitative_evaluation_of_the_fed_s_liquidity_facili,The Great Escape? A Quantitative Evaluation of the Fed's Liquidity Facilities,"Del Negro, Marco; Eggertsson, Gauti; Ferrero, Andrea; Kiyotaki, Nobuhiro",2017,"American Economic Review 107 (3), pp. 824-857",10.1257/aer.20121660,matched,1.0000,b6479bed-1e6a-4753-a815-218bb09c8cd4,The Great Escape? A Quantitative Evaluation of the Fed's Liquidity Facilities,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_defk17__the_great_escape_a_quantitative_evaluation_of_the_fed_s_liquidity_facili__b6479bed/full.md,404d31b4f06e6d113fb322901a843bdf471ed2ac9e263cd5a9d7f1f513487f34,dsge-evaluation,raw/mmb_papers/The Great Escape? A Quantitative Evaluation of the Fed's Liquidity Facilities.pdf,709864fd50000014d522f81983e3d5aa52e855680a8eae4ff7663ade16e3aa79,not_vendored_public_repo_copyright_boundary,NK_DEFK17,1
nk_dt12__optimal_monetary_policy_in_a_model_of_the_credit_channel__286bd0e5,nk_dt12__optimal_monetary_policy_in_a_model_of_the_credit_channel,Optimal Monetary Policy in a Model of the Credit Channel,"De Fiore, Fiorella; Tristani, Oreste",2012,"The Economic Journal 123(571), pp. 906-931",10.1111/j.1468-0297.2012.02558.x,matched,1.0000,286bd0e5-2870-46db-bfc4-1f7b2fbf2f3c,Optimal Monetary Policy in a Model of the Credit Channel,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_dt12__optimal_monetary_policy_in_a_model_of_the_credit_channel__286bd0e5/full.md,a2a4ab901df11ab668c285b769b8a378928d4b35f1234544dcc4286356cb65bf,dsge-evaluation,raw/mmb_papers/Optimal Monetary Policy in a Model of the Credit Channel.pdf,ac9dfb6889c0e8ed5f80bcdc418b9e8489153b621d8e79c917ef003cc09e9dff,not_vendored_public_repo_copyright_boundary,NK_DT12,1
nk_et14__unconventional_government_debt_purchases_as_a_supplement_to_conventional__f7e430ba,nk_et14__unconventional_government_debt_purchases_as_a_supplement_to_conventional,Unconventional government debt purchases as a supplement to conventional monetary policy,"Ellison, Martin; Tischbirek, Andreas",2014,"Journal of Economic Dynamics and Control 43, pp. 199-217",10.1016/j.jedc.2014.03.012,matched,1.0000,f7e430ba-7c77-4633-ba23-6e943c335622,Unconventional government debt purchases as a supplement to conventional monetary policy,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_et14__unconventional_government_debt_purchases_as_a_supplement_to_conventional__f7e430ba/full.md,e156b19866eeef3c9647a12cdee014ea6d9f2a26b0e07b0a4d113093a4b5ee9f,dsge-evaluation,raw/mmb_papers/Unconventional government debt purchases as a supplement to conventional monetary policy.pdf,fedd78b776c6ff90a9bb2a611ac976730851181823ab0d20cbddcb66536572d0,not_vendored_public_repo_copyright_boundary,NK_ET14,1
nk_flmf18__monetary_policy_spillovers_global_commoditiy_prices_and_cooperation__837579b4,nk_flmf18__monetary_policy_spillovers_global_commoditiy_prices_and_cooperation,"Monetary policy spillovers, global commoditiy prices and cooperation","Filardo, Andrew; Lombardi, Marco; Montoro, Carlos; Ferrari, Massimo",2018,BIS Working Paper No 696,10.5089/9781513519357.001,matched,1.0000,837579b4-3cc3-47e0-8b89-5e6c1b717f14,"Monetary policy spillovers, global commoditiy prices and cooperation",1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_flmf18__monetary_policy_spillovers_global_commoditiy_prices_and_cooperation__837579b4/full.md,5fb7bea4bc0e755e398cf8f4e30b9172aed985981244566fb366f4c0eb96532b,dsge-evaluation,"raw/mmb_papers/Monetary policy spillovers, global commoditiy prices and cooperation.pdf",b711a3dc86c827cc129315e9b1709a18d41e13f7e40b3acba3dc4cfd06ac4d0b,not_vendored_public_repo_copyright_boundary,NK_FLMF18,1
nk_fnl23__towards_a_green_economy_the_role_of_the_central_bank_s_asset_purchases__2fa2f5c9,nk_fnl23__towards_a_green_economy_the_role_of_the_central_bank_s_asset_purchases,Towards a Green Economy: The Role of the Central Bank's Asset Purchases,"Ferrari, Allesandro; Landi, Valerio Nispi",2023,International Journal of Central Banking,10.2139/ssrn.4357535,matched,1.0000,2fa2f5c9-fa67-491f-b676-dfb53dd72d43,Towards a Green Economy- The Role of the Central Bank's Asset Purchases,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_fnl23__towards_a_green_economy_the_role_of_the_central_bank_s_asset_purchases__2fa2f5c9/full.md,793dbee341754a3b21b5ea9396d3c92335fde7b13f6243e7891a51489736dc9c,dsge-evaluation,raw/mmb_papers/Towards a Green Economy- The Role of the Central Bank's Asset Purchases.pdf,a007005304a0d00bea45a81576e88cc2c479bb4a6c7744e6f8efc264d1bdfca2,not_vendored_public_repo_copyright_boundary,NK_FNL23,1
nk_ghp16__housework_and_fiscal_expansions__abf81d2a,nk_ghp16__housework_and_fiscal_expansions,Housework and Fiscal Expansions,"Gnocci, Stefano; Hauser, Daniela; Pappa, Evi",2016,"Journal of Monetary Economics, 79, 94-108",10.1016/j.jmoneco.2016.04.003,matched,1.0000,abf81d2a-5b54-4ab8-94d9-99442b615b8d,Housework and Fiscal Expansions,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_ghp16__housework_and_fiscal_expansions__abf81d2a/full.md,33a30911d17f7d3403ccbb16985ab77f936413a55296c79a17afab7cd28fb99b,dsge-evaluation,raw/mmb_papers/Housework and Fiscal Expansions.pdf,8bbbfbf3eaee0adb98aa54dc692dd3f6ba1df621d54b92a0a35c9b953cbafcaf,not_vendored_public_repo_copyright_boundary,NK_GHP16,1
nk_gk09lin_nk_gk11__a_model_of_unconvetional_monetary_policy__e6192938,nk_gk09lin_nk_gk11__a_model_of_unconvetional_monetary_policy,A Model of Unconvetional Monetary Policy,"Gertler, Mark; Karadi, Peter ",2009,"Journal of Monetary Economics 58(1), pp. 17-34",10.1016/j.jmoneco.2010.10.004,matched,1.0000,e6192938-5688-49c7-9621-66ca2478274f; 7766fa43-5b60-4812-9445-88d48b0fe6cf,A Model of Unconvetional Monetary Policy,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_gk09lin_nk_gk11__a_model_of_unconvetional_monetary_policy__e6192938/full.md,f2807a3e2a138c02f7fc674f6524c9f15b178477ea1ad0be67ce96dc213a734c,dsge-evaluation,raw/mmb_papers/A Model of Unconvetional Monetary Policy.pdf,b51c431f77b968a4fefed334d746eaf02e74a543cf283d5118f18d9e85b935dd,not_vendored_public_repo_copyright_boundary,NK_GK09lin;NK_GK11,2
nk_gk13__qe_1_vs_2_vs_3_a_framework_for_analyzing_large_scale_asset_purchases_as__77fee003,nk_gk13__qe_1_vs_2_vs_3_a_framework_for_analyzing_large_scale_asset_purchases_as,Qe 1 vs. 2 vs. 3. . . : A framework for analyzing large-scale asset purchases as a monetary policy tool,"Gertler, Mark; Karadi, Peter ",2013,"International Journal of Central Banking 9(1), pp. 5-53",,matched,0.9133,77fee003-da75-47f6-9694-b53639b36ead; ba1c32ee-65ff-4cd8-9371-619bbe7a043a,A framework for analyzing large-scale asset purchases as a monetary policy tool,0.9133,dsge-evaluation,raw/mmb_mineru/runs/nk_gk13__qe_1_vs_2_vs_3_a_framework_for_analyzing_large_scale_asset_purchases_as__77fee003/full.md,e8fbc4b00b3f7a492897fac934edfd30e6865eb9075371c4b1ddf27f17274140,dsge-evaluation,raw/mmb_papers/A framework for analyzing large-scale asset purchases as a monetary policy tool.pdf,335f36ca102fa7d51fd9ed24557d6be3bd48888ef8bbab604363a07cd9a39b12,not_vendored_public_repo_copyright_boundary,NK_GK13,1
nk_glsv07__understanding_the_effects_of_government_spending_on_consumption__47e78a28,nk_glsv07__understanding_the_effects_of_government_spending_on_consumption,Understanding the effects of government spending on consumption,"Gali, Jordí; López-Salido, J. David; Vallés, Javier",2007,"Journal of the European Economic Association 5 (1), 227-270",10.1162/jeea.2007.5.1.227,matched,1.0000,47e78a28-668e-4d2c-a7ff-9274c85dd958,Understanding the effects of government spending on consumption,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_glsv07__understanding_the_effects_of_government_spending_on_consumption__47e78a28/full.md,1d12148d24732963d9afaf056bb51a2c9b30d5e274173e02cbd3d665aad46241,dsge-evaluation,raw/mmb_papers/Understanding the effects of government spending on consumption.pdf,6aa0d1f4f26a8b292de7a6dfc2a7d642e9f9ee275cc8febafc842b5ed438e2de,not_vendored_public_repo_copyright_boundary,NK_GLSV07,1
nk_gm05_nk_gmas25cpi_nk_gmas25ppi__monetary_policy_and_exchange_rate_volatility_in_a_small_open_economy__6f92413a,nk_gm05_nk_gmas25cpi_nk_gmas25ppi__monetary_policy_and_exchange_rate_volatility_in_a_small_open_economy,Monetary policy and exchange rate volatility in a small open economy,"Gali, Jordí; Monacelli, Tommaso",2005,"Review of Economic Studies 72, pp. 707-734",10.1111/j.1467-937x.2005.00349.x,matched,1.0000,6f92413a-db30-4472-9653-722aeb4c5a62,Monetary policy and exchange rate volatility in a small open economy,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_gm05_nk_gmas25cpi_nk_gmas25ppi__monetary_policy_and_exchange_rate_volatility_in_a_small_open_economy__6f92413a/full.md,91f5ec0fee2daf606f596c2b319a88dd1f07d105d3ff97a30329ccadc2b40b0a,dsge-evaluation,raw/mmb_papers/Monetary policy and exchange rate volatility in a small open economy.pdf,e070cb02e2d1f74adc08e47528ff6ad6c712f2d3288c47dd47cb3a4aea932de2,not_vendored_public_repo_copyright_boundary,NK_GM05;NK_GMAS25cpi;NK_GMAS25ppi,3
nk_gm07__banking_and_interest_rates_in_monetary_policy_analysis_a_quantitative_ex__cb4ea347,nk_gm07__banking_and_interest_rates_in_monetary_policy_analysis_a_quantitative_ex,Banking and interest rates in monetary policy analysis: A quantitative exploration,"Goodfriend, Marvin; McCallum, Bennett",2007,"Journal of Monetary Economics 54 (5), 1480-1507",10.1016/j.jmoneco.2007.06.009,matched,1.0000,cb4ea347-a70e-40fd-a719-d1719b049a32; 3187d20a-a2ed-404a-8b33-bd5572c0150f,Banking and interest rates in monetary policy analysis- A quantitative exploration,1.0000,dsge-evaluation,raw/mmb_mineru/runs/nk_gm07__banking_and_interest_rates_in_monetary_policy_analysis_a_quantitative_ex__cb4ea347/full.md,663f729abc77f6c9897c742569e4dca440bbc4f3161991f472d98661161ef5c8,dsge-evaluation,raw/mmb_papers/Banking and interest rates in monetary policy analysis- A quantitative exploration.pdf,3e0ec865c8687403f24b76e1a93c1deb3c9585251337f4a7fcc282cc39bdadad,not_vendored_public_repo_copyright_boundary,NK_GM07,1
